Name,Address,Address2,Address3,City,State,Zip,Phone,Latitude,Longitude
Smiles Chinese Food,500 W Aurora Rd,,,Northfield,OH,,+13309080986,41.313509689821,-81.5569987893105
Turney China,5851 Turney Rd,,,Cleveland,OH,,+12166628899,41.40343,-81.5959
East China,16834 Chagrin,,,Shaker Heights,OH,,+12162835540,41.46435,-81.56163
Asian Chao,26300 Cedar Rd,,Beachwood Pl,Beachwood,OH,,+12165910283,41.4986,-81.4942169
Ho Wah,2101 Richmond Rd,,,Beachwood,OH,,+12168312327,41.500679,-81.496429
China Kitchen II,5607 Turney Rd,,,Cleveland,OH,,+12166633308,41.41054,-81.60089
Happy Buddha Cafe,2173 S Green Rd,,,Cleveland,OH,,+12162912446,41.5006901721585,-81.5183592109756
Jade Chinese Kitchen,14421 Cedar Rd,,,South Euclid,OH,,+12169386982,41.50167,-81.52059
Great Wall Chinese Restaurant,4930 Turney Rd,,,Cleveland,OH,,+12168838898,41.42573,-81.61384
Grand China,6631 Mayfield Rd,,,Cleveland,OH,,+14409951819,41.5202549,-81.4401066
Tj Buffet Sushi & Grill,5866 Mayfield Rd,,,Mayfield Heights,OH,,,41.5195502971915,-81.4680708199739
Panda Express,2100 Warrensville Center Rd,,,South Euclid,OH,,+12163717099,41.50247,-81.5365
China Gate,13919 Cedar Rd,,,South Euclid,OH,,+12169322924,41.5024063,-81.5391659
Empire Chinese Restaurant,4793 Turney Rd,,,Cleveland,OH,,+12166411888,41.4299202,-81.6152802
Jackie Chen Wok,2756 Van Aken Blvd,,,Cleveland,OH,,+12162833888,41.4828682,-81.5888519
Richie Chan's Chinese Restaurant,13181 Cedar Rd,,,Cleveland,OH,,+12169328900,41.5013749,-81.56623
Sun Luck Garden,1901 S Taylor Rd,,,Cleveland Heights,OH,,+12163977676,41.50781,-81.5553
China King,7087 Brecksville Rd,,,Independence,OH,,+12163280983,41.3695455,-81.6378501
Thai Gourmet,6901 Rockside Rd,Ste 3,,Independence,OH,,+12169862828,41.395547,-81.641748
Noble House,60 W Streetsboro St,,,Hudson,OH,,+13306559550,41.2398065801413,-81.4427185057662
China One,11708 Buckeye Rd,,,Cleveland,OH,,+12169912222,41.4805908203125,-81.601432800293
China Dragon,3468 Mayfield Rd,,,Cleveland,OH,,+12163815783,41.51628,-81.55327
King China Buffet,5983 Andrews Rd,,,Mentor-on-the-Lake,OH,,+14402578880,41.7085228,-81.3611832
China Dragon,4143 Tallmadge Rd,,,Rootstown,OH,,+13303258888,41.099739,-81.243818
New China Buffet,5935 Andrews Rd,,,Mentor-on-the-Lake,OH,,+14402578883,41.7094114366166,-81.3593401014805
Golden Crown Chinese Restaurant,1624 Mentor Ave,,,Painesville,OH,,+14403524404,41.698112,-81.279524
New Ming Restaurant,1590 S Hawkins Ave,,,Akron,OH,,+13308649800,41.065849,-81.570248
New Ming Home Restaurant,514 Canton Rd,,,Akron,OH,,+13307840419,41.0497001,-81.4376549
Bill Hwang's Chinese Restaurant,879 Canton Rd,,,Akron,OH,,+13307847167,41.040539,-81.433815
Asian Garden,1497 S Arlington St,,,Akron,OH,,+13307737770,41.0313496,-81.4912567
House of Hunan,376 E Waterloo Rd,,,Akron,OH,,+13307731888,41.0287294,-81.5134173
Green Lake,141 Richmond St,,,Painesville,OH,,+14403548008,41.72535,-81.2487
China House,160 Main St,,,Painesville,OH,,+14406391880,41.7254981994629,-81.2418441772461
Siam Cafe,3951 St Clair Ave NE,,,Cleveland,OH,,+12163612323,41.516503,-81.6649155
Hong Kong Kitchen,2802 Clark Ave,,,Cleveland,OH,,+12165668811,41.470184,-81.701073
China Dragon,2802 Clark Ave,,,Cleveland,OH,,+12165668811,41.4701004,-81.7010803
Hunan of Stow,4157 Bridgewater Pkwy,,,Stow,OH,,+13309293355,41.1797798,-81.4810496
Emperor's Palace,2136 Rockwell Ave,,,Cleveland,OH,,+12168619999,41.508385,-81.678449
Sichuan Hot Pot Cuisine,2162 Rockwell Ave,,,Cleveland,OH,,+12165231188,41.5086,-81.67808
Great Taste Chinese Restaurant,1803 E 12th St,,,Cleveland,OH,,+12166859997,41.5019684,-81.6846008
Sakura,530 Euclid Ave,,,Cleveland,OH,,+12162740823,41.4996796,-81.6894913
Saigon Restaurant and Bar,2061 E 4th St,,,Cleveland,OH,,+12163442020,41.4989085,-81.6899104
China City,4225 Fulton Rd,,,Cleveland,OH,,+12163515888,41.4415398,-81.7228775
China Town II,2051 W 25th St,,,Cleveland,OH,,+12165749250,41.48365,-81.70253
Faith Sung Inc Dba Asian Kitchen,1301 E 9th St,,,Cleveland,OH,,+12165750808,41.504833,-81.690637
Panda Express,6895 Ridge Rd,,,Parma,OH,,+14408887979,41.3780450831478,-81.7341383189276
China Sea,417 E 200th St,,,Euclid,OH,,+12164869818,41.5947,-81.53988
China Express,5720 Ridge Rd,,,Cleveland,OH,,+14408882636,41.40675,-81.73487
Peking Chinese,5900 Som Center Rd,Ste 11,,Willoughby,OH,,+14405851221,41.60772,-81.44055
Hop Hing,5630 Wallings Rd,,,North Royalton,OH,,+14405824666,41.33055,-81.72631
Best Wok Chinese,7671 W Ridgewood Dr,,,Cleveland,OH,,+14408881110,41.383402,-81.737832
China Bay,6820 Biddulph Rd,,,Cleveland,OH,,+12164592222,41.431217,-81.7332203
Bangkok Thai Restaurant,3767 Darrow Rd,,,Stow,OH,,+13306157997,41.1673719904518,-81.4399877563119
Pandas,4174 Wheatley Rd,Ste 600,,Richfield,OH,,+13306593375,41.2198104858398,-81.6371383666992
Phoenix Express,3063 Graham Rd,,,Stow,OH,,+13306787788,41.1670585223255,-81.4041273577702
Sun Sun Chinese Restaurant,4203 Ridge Rd,,,Cleveland,OH,,+12167495622,41.4423103,-81.7348633
China House,7413 Memphis Ave,,,Cleveland,OH,,+12163518888,41.43982,-81.73633
Sunrise Kitchen,3515 Hudson Dr,Ste 700,,Stow,OH,,+13309224062,41.165096282959,-81.4758834838867
Chopsticks Express,8800 Day Dr,,,Parma,OH,,+14408826209,41.38089,-81.74598
New Wong's Chinese Restaurant,30160 Euclid Ave,,,Wickliffe,OH,,+14405852822,41.615892,-81.4609137
China House,22316 Lake Shore Blvd,,,Euclid,OH,,+12162896886,41.60932929998,-81.52565077206
King Dragon,3310 Kent Rd,,,Stow,OH,,+13306888800,41.1590538,-81.4414597
Teriyaki Express,7060 Denison Ave,,,Cleveland,OH,,+12168624008,41.4620331,-81.7368279
Main Moon,4439 Kent Rd,,,Stow,OH,,+13306733888,41.156902,-81.400806
Mandarin House Restaurant of China,3201 State Rd,,,Cuyahoga Falls,OH,,+13309298157,41.15903,-81.50967
Mandarin House Chinese Restaurant,10393 W Pleasant Valley Rd,,,Cleveland,OH,,+14408427888,41.36352,-81.75811
Golden Lily,6253 Pearl Rd,,,Cleveland,OH,,+14408857388,41.39098,-81.76066
Hong To Chinese Restaurant,4905 Robinhood Dr,,,Willoughby,OH,,+14409421633,41.6256832,-81.4268851
Double Dragon Buffet,6276 Pearl Rd,,,Cleveland,OH,,+14408888177,41.3905106,-81.7619934
China Chef,6328 Pearl Rd,,,Cleveland,OH,,+14408888999,41.3887634277344,-81.7644195556641
Hundred Flowers,28898 Lake Shore Blvd,,,Willowick,OH,,+14409430850,41.62945,-81.48373
China Dragon,11680 Snow Rd,,,Parma Heights,OH,,+14408428888,41.4051749,-81.7685512
Panda Express,2855 State Road,,,Cuyahoga Falls,OH,,+13309228281,41.14957,-81.508
Taydo Vietnamese & Chinese Restaurant,11725 Snow Rd,,,Parma,OH,,+14408420392,41.4044,-81.76989
Ming Moon,12758 Royalton Rd,,,North Royalton,OH,,+14408772238,41.3129518138715,-81.7543441506188
Dragon Light,3537 W 105th St,,,Cleveland,OH,,+12162510504,41.4561,-81.75852
Ming Cheng Restaurant,1687 E Main St,,,Kent,OH,,+13306781600,41.1545944,-81.3326645
Evergreen Chinese Buffet,1665 E Main St,,,Kent,OH,,+13306738882,41.1548805,-81.3337326
Number 1 Kitchen,10670 Lorain Ave,,,Cleveland,OH,,+12162525588,41.46549,-81.76114
Yummy Garden,1879 E Main St,,,Kent,OH,,+13306780505,41.1548503605972,-81.3291830196977
Ming Moon,3786 W 117th St,,,Cleveland,OH,,+12166710006,41.4500699,-81.76942
Li Garden Restaurant,34650 Vine St,,,Willowick,OH,,+14406028888,41.6423951,-81.4421266
Chin's Pagoda Chinese & American Restaurant,30708 Lake Shore Blvd,,,Willowick,OH,,+14409448118,41.6403991,-81.4730514
Frankie's Wok,8926 Brecksville Rd,,,Brecksville,OH,,+14405465388,41.3193,-81.62706
Hunan East,724 Richmond Rd,,,Cleveland,OH,,+12163812266,41.5407985,-81.4973389
Asian Chao,691 Richmond Rd,Ste -  Vc 07,,Cleveland,OH,,+14404492040,41.541888,-81.493008
Hunan Coventry,1800 Coventry Rd,,,Cleveland Heights,OH,,+12163710777,41.5103685018715,-81.5802007953138
Panda Express,9540 State Rte 14,,,Streetsboro,OH,,+13303823781,41.2444003600855,-81.3552651267045
New Peking Express,9507 State Rte 14,,,Streetsboro,OH,,+13306269871,41.24372,-81.35639
Hunan Chester,12611 Chillicothe Rd,,,Chesterland,OH,,+14407293229,41.525976,-81.336288
Wah Sun,12550 Chillicothe Rd,,,Chesterland,OH,,+14407290772,41.5277023,-81.3380661
Fun Buffet,9421 State Rt 14,,,Streetsboro,OH,,+13306269188,41.2412573166472,-81.352503917297
Fun Buffet,9361-9391 Cleveland E Liverpool Rd,,,Streetsboro,OH,,,41.2409579527328,-81.3521957132676
Tai Wah Asian Cuisine,9160 State Rte 14,,,Streetsboro,OH,,+13306262626,41.2396916527391,-81.3421118345257
Hung Fai Restaurant,5415 Fleet Ave,,,Cleveland,OH,,,41.45611,-81.65151
China Kitchen,6208 Broadway Ave,,,Cleveland,OH,,+12166417070,41.46337,-81.64721
China Buffet,Streetsboro Plz,,,Streetsboro,OH,,,41.2392501831055,-81.3416366577148
Chopstick Chinese Restaurant,11332 Euclid Ave,,,Cleveland,OH,,+12167917998,41.5084707890612,-81.6051659116394
Inchin's Bamboo Garden,11440 Euclid Ave,,,Cleveland,OH,,+12162293003,41.5096408965652,-81.6041102477332
Nüjoy,11311 Euclid Ave,,,Cleveland,OH,,+12169997016,41.5087236,-81.6059985
Phusion Cafe,11611 Euclid Ave,,,Cleveland,OH,,+12169780088,41.5109853006326,-81.6030496358871
Wing Wah,5853 Broadway Ave,,,Cleveland,OH,,+12166416332,41.466499,-81.649334
Teriyaki Express,13201 Superior Ave,,,East Cleveland,OH,,+12166005129,41.523271476023,-81.5907681360841
China Mountain III,7907 Cedar Ave,,,Cleveland,OH,,+12168814477,41.50049,-81.6327699
Wasabi Restaurant,2123 E79th St,,,Cleveland,OH,,+12164597533,41.500843824783,-81.6334452753302
China One,2765 E 55th St,,,Cleveland,OH,,+12168818881,41.4830741882324,-81.6509399414062
Hunan One,7901 Euclid Ave,,,Cleveland,OH,,+12164210450,41.50451,-81.63322
China Wok,8021 Broadview Rd,,,Broadview Heights,OH,,+14408380858,41.347579,-81.6839395432024
Ni's Express Chinese Restaurant,6064 Broadview Rd,,,Cleveland,OH,,+12166350888,41.3984458,-81.6885519
Tong-Tong Chinese Restaurant,1646 Norton Rd,,,Stow,OH,,+13306552550,41.200965,-81.43725
East China,5216 Broadview Rd,,,Cleveland,OH,,+12163518889,41.418571472168,-81.6953430175781
Jackie Chen's Asian Dinner,2199 Brookpark Rd,,,Cleveland,OH,,+12167390988,41.418969,-81.6963523
China Jade,2190 Brookpark Rd,,,Cleveland,OH,,+12167494720,41.4193344,-81.6958084
China Mountain I,14959 Saint Clair Ave,,,Cleveland,OH,,+12164519222,41.5531616,-81.5769272
First Wok,21051 Euclid Ave,,,Cleveland,OH,,+12167389000,41.56993,-81.53358
South China Wok Restaurant,500 E Royalton Rd,,,Broadview Heights,OH,,+14405261511,41.313354,-81.682212
Golden Mountain Restaurant,27910 Chardon Rd,,,Willoughby Hills,OH,,+14409432997,41.58284,-81.48407
Panda Express,3244 Steelyard Dr,,,Cleveland,OH,,+12166611027,41.4653161,-81.6871265
China Wok,3006 Broadview Rd,,,Cleveland,OH,,+12163986363,41.44045,-81.702275
Szechuan Gourmet,1735 E 36th St,,,Cleveland,OH,,+12168819688,41.508505,-81.663319
Dagu Rice Noodle,3710 Payne Ave,,,Cleveland,OH,,,41.5095,-81.66247
China Town 1,3718 Pearl Rd,,,Cleveland,OH,,+12167411202,41.4536049,-81.7015822
Asian Express,26010 Euclid Ave,,,Euclid,OH,,+12164718855,41.5882999,-81.50049
Li Wah,2999 Payne Ave,Ste 102,,Cleveland,OH,,+12166966556,41.5083668054267,-81.669370655881
Szechuan Cafe,2999 Payne Ave,Ste 145,,Cleveland,OH,,+12165151111,41.50811,-81.6691
LJ Shanghai,3142 Superior Ave,,,Cleveland,OH,,+12164006936,41.51093,-81.66888
Spring Garden Chinese,4737 W 130th St,,,Cleveland,OH,,+12162516711,41.42524,-81.77978
China Star,3283 W 117th St,,,Cleveland,OH,,+12162515551,41.46291,-81.76872
China Mountain II,31616 Vine St,,,Willowick,OH,,+14409430055,41.642097,-81.4653488
Great Wall,6871 W 130th St,,,Cleveland,OH,,+14408889999,41.3776398,-81.7837601
Dragon Gate,6681 W 130th St,,,Parma Heights,OH,,+14407430800,41.38239,-81.78413
China City,156 Cherry St,,,Kent,OH,,+13306736566,41.1409972,-81.359087
China House,425 Water St,Ste 12,,Chardon,OH,,+14402853814,41.5792617797852,-81.2112197875977
Ming Moon Chinese Restaurant,12758 Royalton Rd,,,North Royalton,OH,,+14408772238,41.31537,-81.7831999
Yangtze,133 Main St,,,Chardon,OH,,+14402853739,41.5816307067871,-81.2041473388672
King Fong,14055 Lorain Ave,,,Cleveland,OH,,+12162517678,41.45445,-81.7917
Sushi Asia Gourmet,1375 N Portage Path,,,Akron,OH,,+12347066750,41.13206,-81.54883
Hong Kong Restaurant,5855 Smith Rd,,,Brook Park,OH,,+12162677120,41.4045465,-81.8040407
Wah Fu Chinese Restaurant,15210 Bagley Rd,,,Cleveland,OH,,+14408863456,41.3696012126997,-81.8036576249051
China Chef,15200 Puritas Ave,,,Cleveland,OH,,+12169417833,41.435459,-81.8028408
Good Fortune Asian Cuisine,7537 Mentor Ave,,,Mentor,OH,,+14409750725,41.65649,-81.37248
Royal Buffet & Grill,1930 Buchholzer Blvd,,,Akron,OH,,+13306338883,41.1155648,-81.4732174
Stir Fry 88,2000 Brittain Rd,Ste 610,,Akron,OH,,+13306336818,41.11491,-81.46866
Asia Garden,19648 W 130th St,,,Strongsville,OH,,+14402686622,41.278181635483,-81.7852382394222
Oriental Palace Buffet,3364 Warren Rd,,,Cleveland,OH,,+12166719988,41.4623,-81.80325
Lucky Dragon,8136 Main St,,,Garrettsville,OH,,+13305270669,41.28423,-81.09726
Ming Chu,952 E Main St,,,Ravenna,OH,,+13302979033,41.156356,-81.228018
No1 Chinese Restaurant & Buffet,1161 E Main St,,,Ravenna,OH,,+13302978717,41.1571908338366,-81.2236133771502
P.F. Chang's,3265 W Market St,Ste 100A,,Akron,OH,,+13308690560,41.132856,-81.616873
Great Garden,1065 E Tallmadge Ave,,,Akron,OH,,+13306334922,41.102361,-81.476592
Golden Place the Chinese Restaurant,29 Erie Rd,,,Tallmadge,OH,,+13306301828,41.100743,-81.4375548
House of Hunan,2717 W Market St,,,Fairlawn,OH,,+13308648215,41.124969943673,-81.6013761333359
A-Wok Restaurant,3871 Medina Rd,Ste B,,Akron,OH,,+13306688998,41.13698,-81.638452
Panda Express,233 Tallmadge Rd,,,Kent,OH,,+13305522318,41.1004549,-81.3850575
Imperial Wok,1883 W Market St,,,Akron,OH,,+13308657692,41.1127402,-81.5756281
No. 1 Chinese Kitchen,3975 Cascades Blvd,Ste 20,,Kent,OH,,+13306778885,41.0973434448242,-81.3878936767578
Platinum Dragon,814 W Market St,,,Akron,OH,,+13304348108,41.0964,-81.54385
China Dragon,618 S Ave,,,Tallmadge,OH,,+13306308188,41.0854544,-81.4416823
Imperial Dragon,8310 Tyler Blvd,,,Mentor,OH,,+14409748838,41.682391,-81.342572
Chin's Place,474 W Market St,,,Akron,OH,,+13304341998,41.0918045043945,-81.5329513549805
Panda Express,9184 Mentor Ave,,,Mentor,OH,,+14402661799,41.6768194945941,-81.311429142952
Hop Hing Chinese Restaurant,9407 Mentor Ave,,,Mentor,OH,,+14402552005,41.6802902,-81.3017807
Panda Express,303 Carroll St,,,Akron,OH,,,41.0754045,-81.5131865
China Star,1308 Copley Rd,,,Akron,OH,,+13308679888,41.0842056274414,-81.569091796875
Panda,276 E Exchange St,,,Akron,OH,,,41.07288,-81.51325
